employee_id,age,years_experience,salary_usd,performance_score,satisfaction_score,remote_days_per_week,projects_completed,training_hours,department,city
3448,55,29,70406.97,94.3,68.3,2,8,21.3,IT,Buenos Aires
3449,27,0,9441.24,77.5,55.7,5,8,49.0,Marketing,Buenos Aires
3450,57,30,96201.17,84.0,64.7,5,7,37.2,Finance,Córdoba
3451,60,33,85368.52,81.9,62.5,3,8,24.2,Sales,Rosario
3452,24,0,62410.34,78.1,66.6,2,7,38.0,HR,Córdoba
3453,41,12,41123.53,76.9,78.3,2,5,47.2,Marketing,Buenos Aires
3454,57,32,112193.44,80.5,74.8,4,9,55.8,Marketing,Rosario
3455,41,21,60448.12,82.6,79.9,2,9,32.8,HR,Buenos Aires
3456,57,33,104440.73,61.5,65.4,5,7,33.4,Marketing,Rosario
3457,62,36,115250.38,77.5,88.1,0,8,38.5,Marketing,Buenos Aires
3458,41,22,49255.75,73.2,78.1,3,13,66.3,HR,Córdoba
3459,22,0,17725.03,71.1,71.3,3,8,60.1,Finance,Buenos Aires
3460,35,11,29305.31,88.0,77.2,2,6,48.5,Finance,Córdoba
3461,29,0,6550.83,67.7,61.9,2,11,47.9,HR,Rosario
3462,41,21,72806.0,61.1,44.7,0,8,35.3,Finance,Buenos Aires
3463,46,18,54450.57,83.0,62.7,2,6,51.6,HR,Rosario
3464,40,17,56385.49,60.8,79.0,2,5,25.1,Sales,Córdoba
3465,28,4,40543.59,55.7,71.0,3,11,47.2,Marketing,Córdoba
3466,33,8,11539.2,84.1,68.4,3,6,9.5,HR,Córdoba
3467,50,26,91101.49,76.6,59.8,2,6,15.4,Sales,Mendoza
3468,21,0,19763.59,79.7,46.5,3,6,11.0,HR,Rosario
3469,29,9,49186.02,70.6,87.1,3,7,68.2,HR,Córdoba
3470,60,34,95510.69,61.2,67.5,0,13,37.6,Marketing,Buenos Aires
3471,24,0,45561.95,63.1,64.8,5,8,19.7,HR,Mendoza
3472,38,18,55827.14,72.3,61.9,5,10,76.6,IT,Rosario
3473,29,8,7545.44,62.3,85.1,2,7,28.4,Finance,Rosario
3474,24,1,27656.91,78.1,80.6,4,7,47.9,HR,Mendoza
3475,39,13,51410.6,70.4,58.4,2,10,28.3,Sales,Buenos Aires
3476,43,14,34686.09,76.9,84.0,0,9,51.9,HR,Mendoza
3477,27,0,27212.36,76.6,68.3,5,5,39.8,IT,Buenos Aires
3478,23,0,19584.72,78.9,62.7,1,12,28.8,Finance,Rosario
3479,26,3,10258.69,80.0,66.5,2,9,20.0,Finance,Buenos Aires
3480,49,24,78272.27,71.6,60.6,3,3,29.4,IT,Buenos Aires
3481,58,38,84944.12,76.8,54.1,2,11,24.9,IT,Rosario
3482,28,5,27904.31,77.4,79.3,1,9,13.6,IT,Rosario
3483,34,14,43261.32,50.7,67.4,4,6,51.0,Finance,Rosario
3484,35,17,74132.18,81.5,77.4,2,6,56.7,Finance,Buenos Aires
3485,36,8,38786.26,76.5,73.4,3,5,29.8,HR,Buenos Aires
3486,30,3,31586.5,80.6,76.6,3,10,8.8,Finance,Córdoba
3487,22,0,18390.46,62.1,45.4,5,8,45.4,HR,Mendoza
3488,43,25,76943.0,71.8,59.6,2,9,42.3,HR,Mendoza
3489,36,17,75839.77,64.1,76.8,2,6,25.0,HR,Mendoza
3490,35,16,63517.91,82.4,54.7,5,9,39.1,Finance,Rosario
3491,31,5,44303.0,60.9,74.5,2,12,-1.4,Finance,Buenos Aires
3492,61,41,107893.45,65.7,53.3,1,11,40.1,IT,Mendoza
3493,47,26,51096.36,80.3,70.2,0,3,37.7,Marketing,Córdoba
3494,38,10,29858.22,68.7,89.3,1,9,59.9,HR,Córdoba
3495,29,1,23725.19,65.7,79.3,1,9,43.8,IT,Mendoza
3496,56,29,66312.04,84.1,47.8,1,8,41.4,HR,Córdoba
3497,59,38,77431.94,84.5,80.2,3,8,69.5,Marketing,Mendoza
3498,21,0,-3082.64,82.2,91.9,3,9,28.1,Finance,Mendoza
3499,61,41,78602.06,83.5,103.6,1,9,17.6,HR,Córdoba
3500,51,23,62552.12,72.7,75.7,2,12,53.7,Finance,Córdoba
3501,24,5,32958.6,73.0,53.6,2,7,55.7,Marketing,Mendoza
3502,53,27,61704.19,68.5,75.2,0,5,56.0,Marketing,Mendoza
3503,24,0,26183.88,76.7,89.2,1,4,36.5,IT,Mendoza
3504,22,0,18492.5,69.7,67.8,4,7,29.3,Marketing,Córdoba
3505,25,2,44958.6,70.7,82.5,0,7,21.4,Marketing,Mendoza
3506,40,21,60375.61,81.0,59.9,1,7,26.7,HR,Córdoba
3507,47,20,71444.96,86.8,74.5,2,5,17.4,Marketing,Rosario
3508,38,13,51448.21,79.0,40.1,0,10,33.4,Finance,Rosario
3509,25,2,7568.93,92.9,58.6,3,11,64.9,IT,Córdoba
3510,28,6,34440.13,67.9,69.9,4,7,31.8,Sales,Córdoba
3511,58,36,71265.64,56.6,65.6,2,14,41.9,Sales,Rosario
3512,63,40,95378.19,82.1,54.4,1,5,48.2,Sales,Buenos Aires
3513,53,32,71423.04,67.3,64.0,4,9,34.6,IT,Rosario
3514,24,3,36129.45,72.3,74.0,1,3,34.5,Sales,Buenos Aires
3515,56,35,67864.68,57.3,69.0,0,9,59.3,IT,Córdoba
3516,51,33,84620.53,66.0,70.7,0,6,42.8,Finance,Rosario
3517,43,14,58786.23,60.0,78.8,0,12,56.9,IT,Rosario
3518,26,6,49413.93,70.7,65.9,5,6,75.8,Finance,Mendoza
3519,64,45,94537.48,71.1,86.3,5,8,27.0,IT,Rosario
3520,39,20,61266.26,75.9,58.1,3,7,37.7,Finance,Rosario
3521,21,0,27762.2,87.4,93.1,5,6,37.5,Sales,Rosario
3522,29,6,59006.89,81.8,83.4,4,9,32.6,Marketing,Mendoza
3523,38,17,33380.05,58.8,65.7,2,8,33.5,Finance,Mendoza
3524,22,0,11333.46,81.1,66.5,4,9,61.0,HR,Córdoba
3525,34,15,94066.94,76.1,72.5,2,11,41.5,IT,Mendoza
3526,41,20,56903.54,74.0,77.2,5,14,77.3,Sales,Córdoba
3527,62,42,72235.09,74.8,83.1,5,6,33.9,Finance,Córdoba
3528,23,0,16261.75,77.0,53.9,5,8,62.6,Sales,Buenos Aires
3529,45,27,32066.9,68.1,75.2,3,3,66.4,Marketing,Mendoza
3530,61,38,97013.81,73.2,44.6,3,9,38.8,IT,Rosario
3531,56,29,89346.77,86.8,67.9,0,9,46.7,Sales,Rosario
3532,61,33,70725.06,68.0,87.4,3,8,53.2,Marketing,Mendoza
3533,27,3,23339.14,64.7,53.0,0,6,31.6,Finance,Córdoba
3534,56,36,103654.81,74.4,50.8,3,7,65.0,Finance,Buenos Aires
3535,64,42,74346.77,63.7,72.6,0,13,27.8,IT,Rosario
3536,34,14,30376.43,57.8,86.6,2,7,32.2,Finance,Buenos Aires
3537,42,17,52178.27,71.6,73.9,4,4,32.4,IT,Rosario
3538,43,22,53314.98,89.5,47.1,1,6,43.4,Marketing,Buenos Aires
3539,42,17,51192.0,74.6,49.8,3,8,44.9,Sales,Mendoza
3540,33,8,20443.75,76.8,71.2,1,5,30.5,Finance,Buenos Aires
3541,63,34,89414.7,53.7,55.8,1,6,38.3,Marketing,Córdoba
3542,63,41,96561.5,79.4,71.6,1,7,23.3,Finance,Rosario
3543,37,8,47637.86,75.9,72.4,0,3,57.5,IT,Mendoza
3544,56,34,89205.99,68.4,64.1,2,8,50.4,Finance,Mendoza
3545,37,11,47900.35,76.8,91.8,0,11,34.8,Marketing,Buenos Aires
3546,55,30,57305.39,76.7,77.1,5,10,37.1,Sales,Mendoza
3547,46,19,66588.87,64.4,84.5,4,7,30.1,IT,Córdoba
3548,41,18,52437.0,78.3,81.0,1,12,26.1,Marketing,Córdoba
3549,25,0,22501.03,87.0,68.2,5,9,23.8,HR,Rosario
3550,49,27,89323.97,72.7,67.7,2,11,26.1,IT,Mendoza
3551,34,11,34008.47,66.3,66.4,3,9,54.4,IT,Rosario
3552,29,6,56067.76,73.2,78.2,4,10,55.5,Finance,Córdoba
3553,28,2,50267.13,83.5,62.2,4,7,19.5,Sales,Buenos Aires
3554,64,39,106491.77,62.7,90.7,0,10,50.5,Sales,Mendoza
3555,24,6,21090.69,80.8,61.0,1,9,21.7,HR,Córdoba
3556,55,28,42605.6,68.2,72.6,2,10,51.5,Sales,Mendoza
3557,58,31,96982.52,77.4,67.3,3,15,41.3,IT,Córdoba
3558,21,2,30270.78,69.4,64.6,5,9,32.2,Marketing,Buenos Aires
3559,46,17,44422.04,69.3,96.1,2,10,46.7,Sales,Mendoza
3560,45,20,78603.44,90.2,64.7,2,5,60.2,Finance,Buenos Aires
3561,36,17,42676.62,60.9,66.3,0,8,11.9,Finance,Mendoza
3562,50,27,67237.67,79.9,62.0,3,13,57.1,HR,Buenos Aires
3563,38,10,50873.36,92.3,70.5,2,12,28.1,Marketing,Córdoba
3564,39,18,40695.96,81.9,68.8,3,9,61.4,Marketing,Buenos Aires
3565,39,10,41357.79,61.7,56.6,5,9,53.0,Sales,Mendoza
3566,56,33,100737.06,62.2,64.9,3,7,23.2,Finance,Buenos Aires
3567,48,28,78566.66,67.5,77.3,0,5,31.3,HR,Rosario
3568,37,15,70711.4,76.6,82.3,4,17,47.2,Marketing,Mendoza
3569,61,37,108604.04,77.3,70.3,2,6,54.2,Finance,Córdoba
3570,56,30,79116.08,62.3,70.7,2,6,47.1,Marketing,Buenos Aires
3571,61,32,47548.88,66.3,65.7,5,9,45.9,IT,Mendoza
3572,52,32,66013.42,66.9,64.0,3,4,30.4,Finance,Rosario
3573,37,8,50850.01,73.2,59.0,4,8,40.5,Sales,Mendoza
3574,54,30,55746.23,94.8,51.3,5,11,38.9,IT,Córdoba
3575,34,15,47099.61,65.7,61.6,2,3,17.5,HR,Córdoba
3576,32,3,35477.21,65.2,80.8,5,9,45.0,Finance,Córdoba
3577,40,18,79443.56,63.7,64.9,1,10,34.5,Finance,Buenos Aires
3578,63,38,84774.7,81.4,65.8,5,12,60.6,Finance,Rosario
3579,45,19,49547.68,74.6,65.6,5,9,57.5,Marketing,Mendoza
3580,37,19,58413.31,66.0,84.9,0,16,42.8,Marketing,Rosario
3581,40,20,66263.69,71.4,58.9,0,7,56.6,Sales,Rosario
3582,33,7,35286.3,67.1,73.3,0,9,49.2,Marketing,Rosario
3583,49,28,91139.03,78.0,69.2,1,6,39.7,HR,Buenos Aires
3584,35,17,43612.84,101.8,70.8,5,6,18.8,Marketing,Mendoza
3585,44,26,73602.41,80.5,72.9,0,6,37.6,IT,Buenos Aires
3586,36,9,47878.19,74.1,70.7,0,9,35.0,Sales,Córdoba
3587,34,15,45996.51,68.4,79.5,2,8,38.3,Finance,Rosario
3588,63,44,116795.65,61.6,69.6,2,6,36.6,Finance,Buenos Aires
3589,35,11,47034.38,82.3,90.9,3,10,56.6,IT,Rosario
3590,23,4,44032.69,81.8,70.5,3,9,58.2,IT,Buenos Aires
3591,37,12,49511.56,70.3,49.6,4,18,32.7,HR,Buenos Aires
3592,43,19,64846.07,87.1,77.7,2,5,20.1,IT,Mendoza
3593,24,0,15514.12,75.2,74.7,2,7,25.4,Finance,Rosario
3594,33,10,33538.42,82.7,70.4,0,9,58.6,Sales,Mendoza
3595,27,0,43365.95,78.0,66.9,5,7,54.4,Finance,Buenos Aires
3596,42,17,65132.66,73.2,44.6,1,8,22.9,Marketing,Mendoza
3597,52,30,63655.52,65.5,46.6,3,14,18.0,Finance,Córdoba
3598,63,45,108712.95,73.5,89.8,5,9,31.1,Finance,Mendoza
3599,37,16,18193.36,83.4,63.0,3,12,66.9,Marketing,Córdoba
3600,58,39,86590.9,69.9,81.6,3,5,46.3,Sales,Mendoza
3601,29,11,59215.42,79.4,50.8,1,8,36.5,HR,Mendoza
3602,55,34,84322.82,64.2,57.4,4,2,38.1,Sales,Rosario
3603,45,25,71768.69,82.8,78.1,1,9,11.8,Finance,Córdoba
3604,54,36,44554.28,78.1,68.8,4,9,35.6,HR,Mendoza
3605,53,32,76716.2,63.0,76.5,3,7,58.6,HR,Córdoba
3606,43,19,64274.08,72.8,69.8,2,6,34.1,IT,Buenos Aires
3607,31,11,51779.35,84.3,67.5,4,7,36.3,Marketing,Mendoza
3608,43,22,79035.34,62.4,61.8,4,9,44.9,IT,Buenos Aires
3609,57,39,92046.13,64.3,55.7,1,7,23.1,Finance,Buenos Aires
3610,63,45,103515.16,74.3,86.8,2,8,45.0,IT,Buenos Aires
3611,61,42,80618.24,96.3,88.8,2,8,27.6,HR,Rosario
3612,28,5,30932.18,68.3,57.5,0,5,32.5,Finance,Buenos Aires
3613,46,21,43876.37,80.0,56.8,2,14,34.3,Finance,Buenos Aires
3614,24,0,-2718.05,77.6,65.8,0,4,34.3,Marketing,Mendoza
3615,50,25,53722.31,69.1,74.1,2,15,41.5,HR,Buenos Aires
3616,64,39,117830.27,76.6,67.8,1,9,38.9,HR,Rosario
3617,22,0,20941.58,70.5,76.0,1,9,37.3,HR,Córdoba
3618,49,28,78698.16,71.4,69.4,4,7,41.8,Finance,Córdoba
3619,62,35,80297.56,58.4,68.6,0,5,26.4,Finance,Mendoza
3620,58,29,50341.73,74.8,99.0,0,7,7.6,IT,Córdoba
3621,37,13,62441.7,84.0,63.7,1,6,39.9,Sales,Buenos Aires
3622,24,0,-7582.97,75.6,89.7,0,8,29.7,HR,Córdoba
3623,61,42,92278.11,85.9,87.4,5,9,46.8,Marketing,Córdoba
3624,61,33,83580.78,80.8,76.0,5,9,31.7,Marketing,Mendoza
3625,46,22,68057.34,74.4,46.9,4,6,11.5,Marketing,Rosario
3626,64,44,93302.96,68.7,70.4,4,12,38.2,Sales,Buenos Aires
3627,20,2,1030.58,70.1,63.8,0,6,55.8,IT,Mendoza
3628,47,21,50783.6,60.3,70.2,3,3,44.7,HR,Mendoza
3629,21,0,13768.63,72.3,57.2,0,4,18.7,HR,Córdoba
3630,62,41,87203.6,76.5,79.1,1,5,30.6,Sales,Córdoba
3631,50,28,89950.88,92.2,81.8,2,13,32.5,IT,Córdoba
3632,61,32,64395.96,80.3,84.0,4,8,37.2,HR,Rosario
3633,45,22,69114.69,66.4,65.4,1,11,31.2,Finance,Córdoba
3634,23,5,36374.46,60.6,57.3,1,6,13.7,IT,Córdoba
3635,21,0,39406.83,72.9,74.2,4,7,37.9,IT,Córdoba
3636,35,16,51803.02,83.1,91.1,1,5,61.5,Sales,Mendoza
3637,53,27,85466.96,72.8,70.8,2,9,30.2,IT,Buenos Aires
3638,26,0,22416.7,80.4,75.4,1,14,21.3,IT,Buenos Aires
3639,58,30,85515.89,73.2,67.2,5,4,61.4,HR,Buenos Aires
3640,30,5,11455.88,82.2,64.0,3,12,68.8,HR,Buenos Aires
3641,42,15,12425.83,59.0,77.9,0,8,33.9,Marketing,Rosario
3642,29,6,41463.2,91.0,68.7,0,5,43.6,HR,Córdoba
3643,40,15,58467.75,63.9,74.8,5,10,43.3,Finance,Córdoba
3644,40,21,69932.53,82.9,76.1,5,5,53.3,Finance,Mendoza
3645,20,0,17126.01,72.3,74.2,4,8,23.2,IT,Mendoza
3646,45,21,85145.83,73.8,76.7,0,7,39.6,HR,Mendoza
3647,55,37,84701.83,72.6,59.8,4,4,23.7,Finance,Rosario
3648,62,38,99713.19,77.6,59.0,3,6,45.2,HR,Mendoza
3649,34,8,48319.54,79.6,69.5,5,17,62.7,Finance,Buenos Aires
3650,59,37,117381.1,85.6,69.8,2,4,45.0,Finance,Córdoba
3651,59,35,83244.56,89.1,63.7,2,6,27.3,Sales,Rosario
3652,64,43,92602.11,78.3,72.9,3,20,54.9,Finance,Mendoza
3653,36,15,29527.82,92.1,80.9,0,8,30.8,IT,Rosario
3654,58,39,118485.51,75.9,84.3,4,2,47.1,Marketing,Rosario
3655,45,24,74521.16,85.8,86.9,2,12,28.4,Marketing,Buenos Aires
3656,22,0,31795.92,79.3,54.2,1,7,20.1,HR,Mendoza
3657,32,3,77150.56,69.5,56.0,4,6,28.6,Marketing,Mendoza
3658,50,25,74875.67,76.8,66.5,1,8,-0.5,IT,Córdoba
3659,27,2,9065.18,80.0,71.0,5,13,23.7,Sales,Mendoza
3660,39,14,47261.45,74.7,67.1,1,7,72.1,IT,Buenos Aires
3661,54,31,66178.26,79.1,63.4,2,6,-2.3,Sales,Mendoza
3662,26,3,24461.97,83.7,66.3,2,11,16.4,HR,Rosario
3663,42,17,49561.16,74.8,75.8,4,10,66.1,Finance,Rosario
3664,29,2,19794.63,45.6,54.0,1,9,25.6,HR,Rosario
3665,44,22,43700.76,91.8,98.1,1,8,34.0,Marketing,Mendoza
3666,30,6,59687.52,72.0,70.3,1,6,39.8,Marketing,Córdoba
3667,63,40,101482.72,66.8,82.6,1,5,15.3,HR,Buenos Aires
3668,23,2,25217.92,63.8,63.0,2,8,55.7,Marketing,Rosario
3669,63,42,111964.57,71.6,76.9,3,5,38.2,Sales,Mendoza
3670,55,37,98666.01,69.4,71.2,5,16,30.5,Finance,Mendoza
3671,58,35,92135.36,67.6,80.3,2,5,54.2,Marketing,Mendoza
3672,58,32,92874.97,68.2,67.6,2,6,20.0,Sales,Buenos Aires
3673,28,2,30609.02,80.3,88.6,0,5,40.6,IT,Buenos Aires
3674,61,32,92653.32,95.3,52.1,0,11,24.8,HR,Buenos Aires
3675,46,28,86696.68,83.2,81.4,4,9,21.2,IT,Rosario
3676,63,36,92240.78,86.2,71.4,3,11,70.0,Finance,Córdoba
3677,59,32,79294.08,71.2,57.8,3,4,41.9,Sales,Buenos Aires
3678,46,23,89355.97,76.0,93.4,2,11,54.2,Sales,Córdoba
3679,36,15,44831.48,79.3,92.2,3,5,32.2,Finance,Rosario
3680,25,3,36269.7,68.4,45.1,5,12,24.6,Sales,Buenos Aires
3681,24,0,31208.63,70.7,72.1,1,5,-6.7,Marketing,Mendoza
3682,37,9,32056.63,83.5,78.5,2,7,35.2,Marketing,Córdoba
3683,56,31,68682.66,85.9,75.3,1,4,15.1,Sales,Buenos Aires
3684,42,18,52092.22,75.7,88.2,0,8,41.4,Sales,Córdoba
3685,41,16,46416.75,63.0,85.7,4,9,20.6,IT,Córdoba
3686,31,13,26528.04,72.0,73.2,4,5,47.0,Finance,Mendoza
3687,45,20,51227.57,60.6,97.3,5,8,70.9,IT,Buenos Aires
3688,48,30,82993.34,75.8,81.2,0,9,82.4,IT,Córdoba
3689,64,35,106989.15,77.6,65.8,1,11,44.8,Sales,Rosario
3690,52,24,76515.87,72.3,63.4,3,8,39.8,Marketing,Mendoza
3691,47,23,27406.98,77.4,84.9,4,6,29.5,Marketing,Buenos Aires
3692,60,38,103019.56,79.2,60.5,5,6,28.3,Sales,Buenos Aires
3693,39,13,40027.72,77.6,65.1,4,7,26.2,Marketing,Mendoza
3694,62,37,98396.2,63.0,67.1,5,11,62.2,Finance,Mendoza
3695,36,10,42787.97,72.5,74.3,4,11,34.1,HR,Córdoba
3696,25,1,23909.69,79.1,67.7,1,10,72.4,HR,Córdoba
3697,38,18,55866.46,90.8,54.2,3,2,26.1,HR,Buenos Aires
3698,25,7,37263.64,72.3,83.9,3,9,37.9,HR,Mendoza
3699,25,4,52366.07,80.5,65.1,2,5,21.0,IT,Mendoza
3700,59,35,87705.1,83.8,94.2,5,7,48.0,IT,Rosario
3701,55,32,98883.04,73.0,73.6,4,4,37.0,HR,Rosario
3702,29,5,48098.59,86.5,85.2,3,11,39.5,Finance,Rosario
3703,57,36,99805.68,87.0,77.6,2,10,35.4,IT,Córdoba
3704,23,0,-1799.28,88.8,85.8,4,9,48.3,HR,Córdoba
3705,32,10,59749.49,79.6,76.8,1,7,50.1,Sales,Mendoza
3706,51,23,59531.48,98.6,72.8,1,8,52.5,Finance,Córdoba
3707,33,11,55535.91,68.8,83.1,2,5,25.9,Sales,Mendoza
3708,52,29,62612.01,96.2,99.8,0,12,44.8,IT,Córdoba
3709,59,34,68423.89,82.7,66.8,2,9,32.5,Marketing,Mendoza
3710,22,1,56445.83,88.4,79.5,2,9,59.9,IT,Córdoba
3711,21,1,12445.25,71.8,69.9,3,11,43.7,IT,Córdoba
3712,62,40,114191.6,83.4,76.1,2,8,44.5,IT,Buenos Aires
3713,43,16,55576.3,89.3,70.5,5,7,35.8,Finance,Córdoba
3714,42,23,60098.2,64.1,44.1,1,5,27.8,IT,Rosario
3715,40,17,54927.57,73.4,67.6,2,8,41.1,HR,Rosario
3716,39,13,28883.58,53.6,82.0,4,6,58.4,Marketing,Rosario
3717,51,25,69793.68,73.2,60.8,1,7,28.5,IT,Rosario
3718,46,23,50158.9,66.8,81.1,3,12,59.8,Sales,Córdoba
3719,27,9,35268.34,72.8,72.2,5,8,48.5,IT,Córdoba
3720,48,30,92879.49,104.2,67.7,2,6,9.5,Sales,Buenos Aires
3721,50,27,77412.86,92.2,80.9,1,12,26.3,Marketing,Buenos Aires
3722,25,0,2767.44,60.6,78.2,1,7,74.3,Sales,Rosario
3723,36,18,70172.32,80.6,75.0,0,3,38.2,HR,Córdoba
3724,55,27,73493.5,83.0,82.2,1,8,26.4,IT,Buenos Aires
3725,47,21,54667.22,71.6,72.4,5,6,26.9,Finance,Mendoza
3726,26,8,50600.14,76.8,50.3,1,5,38.0,Sales,Córdoba
3727,21,0,22491.9,77.8,65.5,5,6,53.8,Marketing,Córdoba
3728,46,26,54315.08,61.5,48.3,5,8,34.9,Marketing,Córdoba
3729,40,11,72517.15,64.7,77.9,4,7,28.4,Finance,Córdoba
3730,63,39,94940.69,76.7,80.8,5,8,6.0,HR,Córdoba
3731,43,22,63379.22,76.0,81.3,2,6,26.4,IT,Córdoba
3732,61,40,90923.42,67.9,75.9,5,7,29.5,IT,Buenos Aires
3733,29,5,51699.49,67.1,81.6,3,6,44.8,Sales,Rosario
3734,40,22,56726.82,74.1,51.1,0,14,46.1,Sales,Rosario
3735,26,5,10825.3,83.9,68.7,4,8,61.6,Marketing,Mendoza
3736,45,26,61619.84,74.2,53.0,5,7,22.1,Finance,Buenos Aires
3737,28,3,50301.62,91.2,65.7,5,6,42.0,IT,Buenos Aires
3738,42,16,66281.98,68.0,89.4,2,13,42.4,Sales,Córdoba
3739,35,12,42774.77,76.9,83.1,0,8,25.0,Marketing,Mendoza
3740,28,9,61798.83,71.5,77.9,3,4,53.7,IT,Rosario
3741,24,2,39819.13,80.9,67.8,5,11,65.6,Finance,Rosario
3742,43,15,48001.16,67.2,58.1,5,11,40.4,HR,Rosario
3743,62,42,98111.35,94.3,72.2,3,5,32.8,Marketing,Mendoza
3744,28,9,46139.77,58.1,83.3,4,8,62.4,Marketing,Córdoba
3745,38,19,46721.7,92.2,74.9,0,6,46.6,Marketing,Buenos Aires
3746,30,3,30467.58,75.9,51.0,3,9,21.8,Marketing,Córdoba
3747,56,37,96227.7,80.5,71.3,0,4,37.1,HR,Mendoza
3748,38,14,24895.51,88.3,47.0,4,7,34.6,Finance,Rosario
3749,63,34,83360.2,83.6,79.7,0,8,27.3,Marketing,Mendoza
3750,31,6,31254.16,67.7,61.7,3,9,28.0,HR,Rosario
3751,23,1,42221.02,81.0,55.3,5,7,30.0,Finance,Mendoza
3752,46,26,44132.55,93.7,79.8,0,7,52.2,Sales,Rosario
3753,49,31,75077.41,66.1,76.7,2,5,35.6,Marketing,Mendoza
3754,64,45,98773.68,96.2,72.8,0,6,41.3,HR,Rosario
3755,59,30,93401.06,78.9,96.3,4,4,54.5,HR,Córdoba
3756,59,40,96346.8,70.7,77.6,5,7,35.5,Marketing,Buenos Aires
3757,48,30,105941.42,66.1,62.3,0,12,22.0,IT,Córdoba
3758,36,9,51133.2,72.8,76.2,3,8,54.2,Marketing,Mendoza
3759,39,16,47646.66,55.4,66.6,4,5,34.3,IT,Buenos Aires
3760,26,4,35794.88,70.8,85.2,0,8,66.7,Marketing,Buenos Aires
3761,39,13,43088.97,72.4,73.4,2,1,55.1,Marketing,Buenos Aires
3762,36,12,59490.94,64.3,74.6,0,11,47.9,Marketing,Córdoba
3763,21,0,5017.03,82.5,52.7,5,6,43.4,HR,Mendoza
3764,29,6,23444.56,72.8,70.7,3,6,56.8,Finance,Córdoba
3765,44,18,64235.35,68.6,69.3,3,5,43.7,Finance,Mendoza
3766,36,8,57786.35,71.7,57.7,5,4,7.4,Sales,Rosario
3767,64,41,65770.47,78.6,67.3,4,6,38.5,Sales,Buenos Aires
3768,41,20,81617.07,75.7,75.2,1,8,48.6,IT,Córdoba
3769,63,34,84097.97,68.0,69.9,3,10,24.9,Sales,Córdoba
3770,49,29,48941.88,76.3,53.1,1,3,78.9,Marketing,Córdoba
3771,21,3,-14625.92,74.5,66.7,3,10,37.8,Sales,Córdoba
3772,29,5,11059.21,63.6,64.4,4,7,48.4,HR,Rosario
3773,51,22,64304.43,72.1,72.3,5,5,57.6,Sales,Córdoba
3774,44,25,69011.53,80.8,71.0,5,8,49.1,IT,Mendoza
3775,33,5,43498.01,80.7,65.1,2,4,38.4,Finance,Mendoza
3776,43,16,45557.69,72.7,64.6,5,8,46.0,Finance,Buenos Aires
3777,60,31,64179.39,81.8,70.8,5,8,37.1,HR,Mendoza
3778,37,14,44003.7,65.2,81.6,3,9,38.6,HR,Rosario
3779,22,1,27304.15,65.5,73.3,0,7,22.8,IT,Córdoba
3780,33,9,44661.59,72.5,87.1,0,8,36.1,Marketing,Rosario
3781,62,43,90562.53,90.0,83.6,3,13,22.0,HR,Mendoza
3782,54,26,85321.7,76.6,88.0,4,11,39.9,IT,Buenos Aires
3783,57,32,73279.05,72.2,86.4,5,9,33.9,HR,Buenos Aires
3784,61,38,80354.24,90.4,88.8,1,7,47.5,Marketing,Buenos Aires
3785,25,1,18664.13,72.1,56.2,5,8,17.6,Finance,Mendoza
3786,32,6,51922.6,97.3,77.8,4,9,26.1,HR,Mendoza
3787,22,0,23008.05,69.9,84.6,2,6,26.2,Marketing,Buenos Aires
3788,20,0,14582.3,64.9,86.8,2,10,39.8,HR,Mendoza
3789,57,28,89291.62,73.3,60.8,2,6,36.3,Sales,Córdoba
3790,62,33,116541.23,72.5,77.9,4,10,56.4,IT,Buenos Aires
3791,27,2,31745.24,66.9,70.9,4,6,40.6,HR,Rosario
3792,52,26,90307.64,101.0,92.2,1,10,40.0,Finance,Rosario
3793,44,23,81941.17,78.2,53.4,2,8,24.2,Sales,Buenos Aires
3794,23,5,24915.4,79.6,60.8,0,3,35.7,IT,Córdoba
3795,61,39,95599.51,70.4,48.3,5,10,20.0,Sales,Buenos Aires
3796,59,31,61561.83,69.2,71.7,2,11,47.4,HR,Buenos Aires
3797,45,26,68725.87,85.3,97.2,1,7,52.5,Marketing,Córdoba
3798,51,27,64207.14,58.2,69.5,1,4,17.4,IT,Mendoza
3799,37,17,49556.71,63.6,71.2,0,4,40.7,IT,Córdoba
3800,55,32,71351.57,72.5,76.6,2,13,38.4,Sales,Rosario
3801,40,21,58493.55,88.5,68.6,4,14,58.1,Marketing,Buenos Aires
3802,64,38,101383.49,71.3,74.4,1,10,25.0,IT,Rosario
3803,22,0,23207.62,79.2,74.7,2,9,28.6,Finance,Córdoba
3804,27,0,-2965.6,75.3,59.9,3,11,44.0,Marketing,Córdoba
3805,63,37,80408.19,88.0,68.9,2,10,32.7,Marketing,Buenos Aires
3806,32,12,23809.01,59.2,78.9,4,8,33.5,HR,Rosario
3807,33,9,44860.9,82.4,81.1,1,7,33.2,Finance,Buenos Aires
3808,55,36,97349.76,73.0,85.6,2,4,47.8,IT,Córdoba
3809,28,6,39648.22,84.2,74.0,5,6,57.0,Sales,Córdoba
3810,43,19,47388.93,66.8,74.3,5,4,38.8,HR,Córdoba
3811,32,6,39502.81,75.2,79.0,3,9,35.9,IT,Buenos Aires
3812,28,9,34148.29,74.0,62.9,2,6,50.0,Marketing,Buenos Aires
3813,63,36,72726.62,65.0,62.4,5,7,43.1,IT,Rosario
